FID,BID,Latitude,Longitude,BarTyp,IsBarrier,Drop,FRRU,fdy150,fdy300,fdy2000,FACT_AADT,BFW_ft,SalmoMFHU,ShadMFHU,AlBkMFHU,BktMFHU,SalmoP,ShadP,BktP,AleP,BbkP,Cpcty_kW,StrcRD200,StrcRD1000,RsvrVolEst,AlRm5d_skm,fdr150cfs,fdr300cfs,fdr2000cfs,Hazard,ExpPow,ExpCost,RsvrRm_skm,CulvCond,Private,RepDiam_ft,DnCost,area_skm,Qtot_m3,MDIS_m3s_e,NCAP_m3_e,MaxRecurCu,MaxRecurDa,OBJECTID,SiteID,PRIORITY,N_PRIOR,N_CULVCOND,CulvRisk,N_PFLculv,HazEst,DamRisk,OT_RISK,RhP,FLRU,AlRm_5d_sm,Al5Dam,RhHabA,BkTHabA,SalmoHabA,ShadHabA,SLamHabA,EelHabA,wshdIssue,RH_P,ASAL_P,ASHA_P,BKT_P,AE_P,SL_P,Mean_P,overlap,HUC8,HUC12,TOWN,GEOCODE,Lngth_ft,MaxRecurCu_rcp45,CulvRisk_rcp45
10366,1166801,43.7240081,-70.3043584,2,0,0,1769389.649,0.833870024,0.535714286,0.098507026,16420,165.7552137,2001199.68,495151.5868,14954525.41,3231680.593,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,198.9062565,0,1557.128969,0,0,0,0,0,1146801,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,14.4414326,15872471.04,6631806.639,4478604.971,1484320.826,7720386.547,7126907.469,0,0.12,0.15,0.143,0.12,0.002,0.018,0,0,1060001,10600010306,Falmouth,5070,0,0,0
10367,1166804,43.72407813,-70.30418635,2,0,0,1769389.649,0.833870024,0.535714286,0.098507026,15890,165.7556255,2001199.68,495151.5868,14954525.41,3231680.593,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,198.9067506,0,1557.137964,0,0,0,0,0,1146804,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,14.4414326,15872471.04,6631806.639,4478604.971,1484320.826,7720386.547,7126907.469,0,0.12,0.15,0.143,0.12,0.002,0.018,0,0,1060001,10600010306,Falmouth,5070,0,0,0
10368,1166806,43.68442384,-70.47674455,2,0,0,0,0,0,0,15843,36.26547067,14554.69263,0,0,79615.87103,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,43.5185648,0,45.44662209,0,0,0,0,0,1146806,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,0,0,149054.2304,127218.0821,0,155433.7201,0,0,0.779,0.776,0.78,0.779,0.348,0.573,0,0,1060001,10600010302,Gorham,5090,0,0,0
10369,1166809,44.90790208,-67.83931709,2,0,0,262395.7761,0.591188524,0.296106557,0,2730,102.3634581,0,0,22913966.88,1231979.028,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,122.8361497,0,507.6082327,0,0,0,0,0,1146809,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,22.91396688,22913966.88,1813450.249,1262840.074,0,1816706.882,1816706.882,0,0.169,0.204,0.195,0.169,0.004,0.034,0,0,1050002,10500020403,Day Block Twp,29827,0,0,0
10370,1166810,44.9367653,-67.73603477,2,0,0,0,0,0,0,2730,45.47414362,0,0,1463769.831,174244.278,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,54.56897235,0,76.92000584,0,0,0,0,0,1146810,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,1.463769831,1463769.831,211577.6448,95701.30089,0,211577.6448,211577.6448,0,0.558,0.579,0.577,0.558,0.071,0.224,0,0,1050002,10500020503,Day Block Twp,29827,0,0,0
10371,1166811,44.90438571,-67.80711877,2,1,0,0,0,0,0,2730,26.49911448,0,0,0,5485.261162,1,1,0.979893028,0.463180385,0.785610966,0,0,0,0,0,0,0,0,0,0,0,0,4,0,31.79893738,104914.7161,21.90853497,68.57620088,0,0,100,0,1146811,NaN,1,3,0.375,18.75,1,0,999,38.125,0.624395676,0,0,0,0,5485.261162,24356.09032,0,33104.31795,33104.31795,0,0.635,0.656,0.654,0.635,0.183,0.418,0,0,1050002,10500020403,Day Block Twp,29827,0,29.88089912,18.75
10372,1166996,44.11485503,-69.62285612,2,0,0,425494.7874,0.495901639,0.25,0,556,94.76351939,0,745187.9728,8647009.214,953652.1948,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,113.7162233,0,424.2412743,0,0,0,0,0,1146996,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,7.838577726,9283408.316,1409339.473,0,1279931.183,1741696.443,1741696.443,0,0.254,0.294,0.285,0.254,0.012,0.072,0,0,1050003,10500030406,Alna,15010,0,0,0
10373,1167000,44.98847275,-68.67536005,2,0,0,0,0,0,0,520,60.94200099,153020.4997,161174.6956,290654.9464,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,73.13040119,0,151.9644682,0,0,0,0,0,1147000,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,0,438335.0173,0,393142.4187,278732.3403,508579.7914,508579.7914,0,0.35,0.388,0.38,0.35,0.02,0.1,0.264666667,2127369.359,1020005,10200050510,Old Town,19480,0,0,0
10374,1167002,45.20423978,-68.44974328,2,0,0,0,0,0,0,550,35.43632849,8004.419393,20883.71927,20883.71927,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,42.52359418,0,43.06674762,0,0,0,0,0,1147002,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,0,68884.6096,0,29156.85911,68884.6096,70253.50364,70253.50364,0,0.718,0.728,0.729,0.718,0.291,0.538,0.620333333,307433.0856,1020005,10200050308,Lowell,19390,0,0,0
10375,1166390,43.75203222,-70.29937782,2,0,0,0,0,0,0,8008,37.16136751,31009.66908,45143.65874,77529.2931,109190.5952,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,44.59364101,0,48.10043219,0,0,0,1,0,1146390,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,0,94248.34223,145653.0453,126370.7575,45143.65874,141557.5065,145704.7077,0,0.665,0.679,0.679,0.665,0.188,0.417,0,0,1060001,10600010305,Falmouth,5070,0,1,1
10376,1166391,44.36896763,-68.32908484,2,0,0,0,0,0,0,7828,18.07767984,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,21.69321581,0,9.002447853,0,0,0,1,0,1146391,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,0,0,0,0,0,0,0,0,0.898,0.891,0.894,0.898,0.887,0.866,0,0,1050002,10500021509,Mount Desert,9210,0,1,1
10377,1166393,43.73855416,-70.28763837,2,0,0,0,0,0,0,7741,37.95620737,14429.73661,25056.54168,112943.1287,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,45.54744884,0,50.52701991,0,0,0,0,0,1146393,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,0,124829.9114,0,98879.38284,25056.54168,112717.6199,118873.8352,0,0.676,0.683,0.685,0.676,0.158,0.363,0,0,1060001,10600010303,Falmouth,5070,0,0,0
10378,1166395,44.11068001,-70.68109012,2,0,0,0,0,0,0,5073,28.17175677,30256.30469,0,0,31785.76627,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,33.80610813,0,25.25999525,0,0,0,1,0,1146395,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,0,0,48378.66954,31785.76627,0,48378.66954,48378.66954,0,0.798,0.794,0.798,0.798,0.406,0.623,0,0,1060001,10600010105,Harrison,5120,0,1,1
10379,1166673,44.02175553,-69.65167607,2,0,0,0,0,0,0,131,24.3144784,0,18619.87315,18619.87315,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,29.17737408,0,17.935551,0,0,0,1,0,1146673,NaN,6,1,0.5,1,9.91,0,999,17.8525,1,0,0,0,32731.17295,0,0,32731.17295,39977.14996,39977.14996,0,0.783,0.781,0.785,0.783,0.374,0.6,0,0,1050003,10500030406,Wiscasset,15190,0,1,1
10380,1167004,45.7085083,-68.15776201,2,0,0,0,0,0,0,384,56.2162054,97592.59912,0,3001611.371,24596.90491,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,67.45944647,0,125.955859,0,0,0,0,0,1147004,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,2.983242945,3100143.266,30345.25737,152473.4301,0,308748.0506,308748.0506,0,0.648,0.666,0.665,0.648,0.189,0.423,0.539833333,3900458.055,1020003,10200030502,Reed Plt,3540,0,0,0
10381,1167011,44.17907635,-69.86002742,2,0,0,309931.7399,0.495901639,0.25,0,4790,99.48462558,0,0,16900299.6,49978.30005,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,119.3815507,0,475.0256681,0,0,0,0,0,1147011,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,16.59091345,17617038.28,121697.6444,0,0,0,1523707.957,0,0.266,0.304,0.296,0.266,0.008,0.054,0,0,1030003,10300032308,West Gardiner,11260,0,0,0
10382,1167012,44.15602496,-69.8990941,2,1,0,0,0,0,0,4790,27.80487301,0,0,0,0,1,0.978006051,1,0.332559395,0.716454185,0,0,0,0,0,0,0,0,0,0,0,0,6,0,33.36584761,261450.5612,24.50155773,641.8939061,0,0,0,0,1147012,NaN,1,3,0.625,0,10,0,999,71.875,0.52450679,0,0,0,0,0,0,0,0,48830.84053,0,0.779,0.779,0.782,0.779,0.377,0.605,0,0,1030003,10300032309,Litchfield,11120,0,0,0
10383,1167013,44.17926366,-69.86042747,2,0,0,309931.7399,0.495901639,0.25,0,4790,99.48397762,0,0,16900299.6,49978.30005,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,119.3807731,0,475.0184731,0,0,0,0,0,1147013,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,16.59091345,17617038.28,121697.6444,0,0,0,1523707.957,0,0.266,0.304,0.296,0.266,0.008,0.054,0,0,1030003,10300032308,West Gardiner,11260,0,0,0
10384,1166400,44.38076798,-69.40345273,2,0,0,0,0,0,0,4724,41.76884644,0,0,0,114797.7517,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,50.12261573,0,63.1244107,0,0,0,1,0,1146400,NaN,1,3,0.5,1,9.91,0,999,71.425,1,0,0,0,0,155962.9244,0,0,156233.0298,156233.0298,0,0.701,0.7,0.704,0.701,0.152,0.342,0,0,1050003,10500030401,Palermo,27160,0,1,1
10385,1166402,44.63804467,-70.01459042,2,0,0,2209787.312,0.970140515,0.69047619,0,8124,150.7032582,3008119.243,624871.2243,1963916.443,2876105.076,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,180.8439098,0,1247.884683,0,0,0,0,0,1146402,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,1.31859989,2993804.188,2909553.298,3516790.835,1580710.094,3594700.713,1707135.411,0,0.024,0.034,0.031,0.024,0,0.001,0,0,1030003,10300031206,New Sharon,7120,0,0,0
10386,1166686,44.74394431,-69.82985363,2,1,0,0,0,0,0,3533,18.79443781,2189.55404,7291.214952,7291.214952,0,1,1,1,0.664212983,0.930843589,0,0,0,0,0,0,0,0,0,0,0,0,7,0,22.55332538,60458.55425,9.854438666,41.09923199,0,0,100,0,1146686,NaN,2,3,0.75,37.5,1,0,999,18.06361568,0.797528286,0,0,0,10947.7702,0,10947.7702,10947.7702,10947.7702,10947.7702,0,0.785,0.786,0.789,0.785,0.423,0.65,0,0,1030003,10300031302,Norridgewock,25220,0,29.88089912,29.88089912
10387,1166687,44.25335078,-68.34085025,2,0,0,0,0,0,0,3581,16.65263473,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,19.98316168,0,7.437568853,0,0,0,0,0,1146687,NaN,3,2,0.5,0,10,0,999,50.3125,1,0,0,0,0,0,0,0,0,0,0,0.897,0.887,0.891,0.897,0.863,0.852,0,0,1050002,10500021503,Tremont,9330,0,0,0
10388,1166826,45.17117253,-69.52667464,2,0,0,0,0,0,0,397,45.5046845,0,0,0,164463.2189,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,54.6056214,0,77.04019937,0,0,0,0,0,1146826,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,0,0,197110.0471,0,0,0,83918.18459,0,0.241,0.28,0.271,0.241,0.009,0.058,0.183333333,281028.2317,1020004,10200040107,Abbot,21010,0,0,0
10389,1167014,45.64620335,-69.3779277,2,0,0,0,0,0,0,130,22.81118718,0,0,0,43484.24438,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,27.37342462,0,15.46167082,0,0,0,1,0,1147014,NaN,6,1,0.5,1,9.91,0,999,17.8525,1,0,0,0,0,43484.24438,0,0,0,0,0,0.736,0.74,0.742,0.736,0.286,0.524,0,0,1030001,10300010506,Frenchtown Twp,21809,0,1,1
10390,1167017,43.67786647,-70.36735958,2,0,0,1473301.614,0.788561848,0.477272727,0.05719076,13984,163.0213538,1801764.904,335213.9844,12627098.75,2950111.703,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,195.6256245,0,1498.05446,0,0,0,0,0,1147017,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,12.29004571,13294140.9,6204798.249,4083336.464,1057377.579,7287548.92,6683951.727,0,0.022,0.032,0.029,0.022,0,0.002,0,0,1060001,10600010306,Westbrook,5240,0,0,0
10391,1167024,44.765352,-68.89450842,2,0,0,122750.5589,0.495901639,0.25,0,12570,99.39375949,339847.8741,474999.1186,2617230.101,845167.6706,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,119.2725114,0,474.0172712,0,0,0,0,0,1147024,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,2.069035641,2893631.724,1034318.764,1043707.917,670551.4676,1129010.407,1361301.649,0,0.284,0.323,0.315,0.284,0.012,0.072,0.215,8132521.927,1020005,10200050805,Hampden,19280,0,0,0
10392,1166410,44.80171601,-69.30397544,2,1,0,0,0,0,0,1717,15.7666229,1243.357188,4140.379438,4140.379438,0,1,1,1,0.676283908,0.935020716,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18.91994748,46817.15214,6.549554396,33.75148998,0,0,100,0,1146410,NaN,4,2,0.625,31.25,1,0,999,14.77983899,0.805652312,0,0,0,6216.785942,0,6216.785942,6216.785942,0,9614.012693,0,0.778,0.78,0.782,0.778,0.408,0.639,0,0,1030003,10300031903,Detroit,25100,0,29.88089912,29.88089912
10393,1166843,44.32261739,-69.77528069,2,0,0,0,0,0,0,13106,39.22729661,43965.35391,14756.60275,14756.60275,3663.798861,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,47.07275594,0,54.54971031,0,0,0,1,0,1146843,NaN,2,3,0.5,1,9.91,0,999,60.715,1,0,0,0,38139.65007,3663.798861,82227.92361,38139.65007,70094.47401,0,0,0.728,0.733,0.735,0.728,0.26,0.494,0,0,1030003,10300032405,Augusta,11020,0,1,1
10394,1167030,43.74448148,-70.29699496,2,0,0,0,0,0,0,188,38.6235008,31594.74961,49536.1552,81921.78956,118466.5829,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,46.34820096,0,52.61694174,0,0,0,1,0,1147030,NaN,6,1,0.5,1,9.91,0,999,17.8525,1,0,0,0,98640.83869,156396.1269,130763.254,49536.1552,145950.0029,156447.7893,0,0.598,0.621,0.618,0.598,0.134,0.346,0,0,1060001,10600010305,Falmouth,5070,0,1,1
10395,1167032,44.7449775,-69.40306771,2,1,0,0,0,0,0,1728,18.26550637,2307.736851,7684.763715,7684.763715,0,1,1,1,0.680212352,0.935960076,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21.91860764,51977.40852,9.221471098,33.78026313,0,0,100,0,1147032,NaN,4,2,0.875,43.75,1,0,999,8.592929646,0.808086214,0,0,0,11538.68426,0,11538.68426,11538.68426,0,14359.37753,0,0.733,0.737,0.739,0.733,0.266,0.5,0,0,1030003,10300031904,Pittsfield,25240,0,29.88089912,29.88089912
10396,1167035,45.53805365,-68.87944446,2,1,0,0,0,0,0,380,28.1155794,0,0,0,45705.9229,1,1,0.981029637,0.472903522,0.80396893,0,0,0,0,0,0,0,0,0,0,0,0,6,0,33.73869528,125228.9124,25.14300812,91.73715915,0,0,100,0,1147035,NaN,3,2,0.625,31.25,1,0,999,18.8125,0.638436226,0,0,0,0,46320.93142,0,0,0,0,0,0.681,0.696,0.695,0.681,0.237,0.482,0.578666667,46320.93142,1020004,10200040501,Long A Twp,19809,0,29.88089912,29.88089912
10397,1166431,44.80819676,-68.77859385,2,0,0,604741.3755,0.495901639,0.25,0,6983,96.7901919,1082110.289,742123.0737,890269.4554,1095512.371,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,116.1482303,0,445.6412725,0,0,0,0,0,1146431,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,0.134367757,1726537.607,1145003.435,1535666.477,1573210.671,1654058.833,1621250.646,0,0.14,0.172,0.164,0.14,0.002,0.02,0.106333333,9255727.669,1020005,10200050707,Bangor,19020,0,0,0
10398,1166709,44.81482263,-68.78844472,2,0,0,604741.3755,0.495901639,0.25,0,24770,96.42857215,1082110.289,742123.0737,890269.4554,1095512.371,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,115.7142866,0,441.7788355,0,0,0,0,0,1146709,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,0.134367757,1726537.607,1145003.435,1535666.477,1573210.671,1654058.833,1621250.646,0,0.446,0.473,0.469,0.446,0.023,0.103,0.326666667,9255727.669,1020005,10200050707,Bangor,19020,0,0,0
10399,1166711,44.79891883,-68.76400701,2,0,0,38483789.38,0.880705802,0.672548346,0.211850888,24035,498.9562361,30740018.79,12193963.58,155591588.4,29135778.17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,598.7474833,0,20199.32284,0,0,0,0,0,1146711,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,139.9452122,190533154.6,48297403.56,60396731.88,39068624.43,73997561.02,73804317.9,0,0.001,0.001,0.001,0.001,0,0,0.000666667,486097793.4,1020005,10200051003,Brewer,19050,0,0,0
10400,1166851,44.59776315,-67.92526045,2,0,0,814663.0574,0.597131147,0.33647541,0,2370,112.9359013,0,648088.8022,10511898.03,1620918.464,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,135.5230815,0,637.9709741,0,0,0,0,0,1146851,NaN,3,2,0.5,0,10,0,999,50.3125,1,0,0,9.509041107,11600811.47,1944218.586,1991770.909,1405856.633,2493193.382,2669155.07,0,0.117,0.147,0.139,0.117,0.002,0.017,0,0,1050002,10500021005,Cherryfield,29100,0,0,0
10401,1166854,44.25270013,-68.34899708,2,0,0,0,0,0,0,2616,26.82771939,0,0,0,22264.95057,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,32.19326327,0,22.54554636,0,0,0,1,0,1146854,NaN,5,1,0.5,1,9.91,0,999,28.57,1,0,0,0,0,28612.57123,0,0,0,0,0,0.898,0.891,0.895,0.898,0.888,0.87,0,0,1050002,10500021503,Tremont,9330,0,1,1
10402,1167046,44.27776551,-69.80667477,2,1,0,0,0,0,0,15350,21.08080782,1905.789289,11319.43968,11319.43968,0,1,0.983960406,0.976206631,0.406188504,0.793920864,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25.29696938,198223.8521,12.8700584,641.8939061,0,0,0,0,1147046,NaN,1,3,0.75,0,10,0,999,66.25,0.600054684,0,0,0,12514.03729,0,12514.03729,12514.03729,12514.03729,12514.03729,0,0.831,0.822,0.827,0.831,0.502,0.688,0,0,1030003,10300032409,Hallowell,11110,0,0,0
10403,1167048,44.43405069,-69.73128688,2,1,0,0,0,0,0,14330,30.17115332,7249.212767,39208.52616,39208.52616,0,1,1,0.979707398,0.457362592,0.7925514,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36.20538398,141850.4045,29.62677535,115.6909415,0,0,0,0,1147048,NaN,1,3,0.625,0,10,0,999,71.875,0.624956996,0,0,0,58871.66091,0,36246.06384,58871.66091,58871.66091,58871.66091,0,0.691,0.705,0.704,0.691,0.256,0.505,0,0,1030003,10300032401,Sidney,11210,0,0,0
10404,1167049,44.43438887,-69.73185761,2,1,0,0,0,0,0,15240,30.15815324,7249.212767,39208.52616,39208.52616,0,1,1,0.979707398,0.457362592,0.7925514,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36.18978389,141789.2843,29.59709659,115.6909415,0,0,0,0,1147049,NaN,1,3,0.625,0,10,0,999,71.875,0.624956996,0,0,0,58871.66091,0,36246.06384,58871.66091,58871.66091,58871.66091,0,0.691,0.705,0.704,0.691,0.256,0.505,0,0,1030003,10300032401,Sidney,11210,0,0,0
10405,1167050,44.48542179,-69.70571204,2,1,0,0,0,0,0,14540,17.71574593,2072.02853,6899.855005,6899.855005,0,1,1,1,0.602791296,0.907969189,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21.25889512,83291.00647,8.588838916,115.6909415,0,0,0,0,1147050,NaN,1,3,0.75,0,10,0,999,66.25,0.755380243,0,0,0,10360.14265,0,10360.14265,10360.14265,10360.14265,10360.14265,0,0.822,0.818,0.821,0.822,0.516,0.71,0,0,1030003,10300032404,Sidney,11210,0,0,0
10406,1166445,44.33960115,-69.81089556,2,0,0,0,0,0,0,7233,31.96432252,6670.469928,0,0,3663.798861,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,38.35718703,0,33.88403052,0,0,0,1,0,1146445,NaN,4,2,0.5,1,9.91,0,999,39.28,1,0,0,0,0,3663.798861,23614.21484,0,11480.76524,0,0,0.817,0.809,0.814,0.817,0.434,0.634,0,0,1030003,10300032405,Augusta,11020,0,1,1
10407,1166446,43.71335983,-70.41403201,2,0,0,0,0,0,0,6732,56.33316671,82632.27993,0,0,249349.5946,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,67.59980005,0,126.5661391,0,0,0,0,0,1146446,NaN,3,2,0.5,0,10,0,999,50.3125,1,0,0,0,0,341707.456,391138.2779,0,474319.5956,91319.6467,0,0.497,0.526,0.522,0.497,0.056,0.197,0,0,1060001,10600010302,Gorham,5090,0,0,0
10408,1166725,44.07213992,-69.18791834,2,0,0,477977.6498,0.541276346,0.302693209,0,3252,110.4340691,0,342065.2748,16376335.16,245502.0669,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,132.5208829,0,605.5854897,0,0,0,0,0,1146725,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,15.69294928,17579933.09,332798.0561,0,1160262.172,1807208.773,2364833.509,0,0.107,0.134,0.127,0.107,0.001,0.011,0,0,1050003,10500030107,Thomaston,13140,0,0,0
10409,1166727,44.78495193,-69.40524515,2,0,0,0,0,0,0,4799,11.22804263,903.3293088,3008.086598,3008.086598,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,13.47365116,0,2.973997006,0,0,0,1,0,1146727,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,0,4516.646544,0,4516.646544,4516.646544,0,4516.646544,0,0.828,0.81,0.818,0.828,0.376,0.546,0,0,1030003,10300031904,Pittsfield,25240,0,1,1
10410,1166728,44.88299491,-69.44976567,2,0,0,129773.301,0.527663934,0.173155737,0,3860,111.557786,0,0,7271136.123,272308.1694,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,133.8693432,0,620.0127284,0,0,0,0,0,1146728,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,7.026388754,7998682.131,280073.3205,0,0,0,1622902.5,0,0.186,0.224,0.215,0.186,0.007,0.05,0,0,1030003,10300031702,Hartland,25140,0,0,0
10411,1166731,43.6716445,-70.31014659,2,1,0,0,0,0,0,175,14.00548226,0,0,9089.509688,0,1,1,1,0.638141574,0.926126284,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16.80657871,62381.47491,4.972587361,101.2771295,0,0,0,0,1146731,NaN,6,1,0.75,0,10,0,999,16.5590217,0.782133929,0,0,0,9089.509688,0,0,0,0,9089.509688,0,0.827,0.819,0.824,0.827,0.488,0.678,0,0,1060001,10600010402,Portland,5170,0,0,0
10412,1166871,43.65892947,-70.3107697,2,0,0,0,0,0,0,27771,20.79404532,0,0,15359.89045,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,24.95285439,0,12.46658057,0,0,0,1,0,1146871,NaN,2,3,0.5,1,9.91,0,999,60.715,1,0,0,0,20992.39791,0,0,0,0,24398.51502,0,0.89,0.877,0.882,0.89,0.783,0.813,0,0,1060001,10600010402,Portland,5170,0,1,1
10413,1167051,44.48530169,-69.70601441,2,1,0,0,0,0,0,14640,17.7069687,2072.02853,6899.855005,6899.855005,0,1,1,1,0.602791296,0.907969189,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21.24836244,83249.7401,8.578946065,115.6909415,0,0,0,0,1147051,NaN,1,3,0.75,0,10,0,999,66.25,0.755380243,0,0,0,10360.14265,0,10360.14265,10360.14265,10360.14265,10360.14265,0,0.822,0.818,0.821,0.822,0.516,0.71,0,0,1030003,10300032404,Sidney,11210,0,0,0
10414,1167053,44.76300361,-68.90972097,2,0,0,84698.48717,0.495901639,0.25,0,12570,96.18754302,332511.2148,385738.7279,2527969.711,845167.6706,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,115.4250516,0,439.2150579,0,0,0,0,0,1147053,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,2.069035641,2796482.099,1034318.764,993068.5302,573401.8433,1031860.783,1264152.024,0,0.298,0.337,0.329,0.298,0.013,0.077,0.225333333,7693284.044,1020005,10200050805,Hampden,19280,0,0,0
10415,1167054,44.76493344,-68.89422643,2,0,0,122750.5589,0.495901639,0.25,0,12530,99.3946514,339847.8741,474999.1186,2617230.101,845167.6706,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,119.2735817,0,474.0271633,0,0,0,0,0,1147054,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,2.069035641,2893631.724,1034318.764,1043707.917,670551.4676,1129010.407,1361301.649,0,0.284,0.323,0.315,0.284,0.012,0.072,0.215,8132521.927,1020005,10200050805,Hampden,19280,0,0,0
10416,1167055,44.76254077,-68.90951647,2,0,0,84698.48717,0.495901639,0.25,0,12530,96.18601869,332511.2148,385738.7279,2527969.711,845167.6706,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,115.4232224,0,439.1988709,0,0,0,0,0,1147055,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,2.069035641,2796482.099,1034318.764,993068.5302,573401.8433,1031860.783,1264152.024,0,0.298,0.337,0.329,0.298,0.013,0.077,0.225333333,7693284.044,1020005,10200050805,Hampden,19280,0,0,0
10417,1166735,44.59516233,-70.11280227,2,0,0,0,0,0,0,2280,64.31631704,0,0,0,351877.9063,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,77.17958045,0,172.2546781,0,0,0,0,0,1146735,NaN,3,2,0.5,0,10,0,999,50.3125,1,0,0,0,0,357281.9311,0,0,0,531859.105,0,0.325,0.365,0.356,0.325,0.019,0.1,0,0,1030003,10300031103,Chesterville,7030,0,0,0
